terms	cellType	value
DE_YY1_TARGETS_DN	7	0.0514782471906927
DE_YY1_TARGETS_DN	8	0.0817784366440863
DE_YY1_TARGETS_DN	9	0.0567611864459977
DE_YY1_TARGETS_DN	10	0.115992393371241
DE_YY1_TARGETS_DN	11	0.199625437426475
DE_YY1_TARGETS_UP	0	-0.52840919131236
DE_YY1_TARGETS_UP	1	0.328443744618787
DE_YY1_TARGETS_UP	2	-0.104301548253794
DE_YY1_TARGETS_UP	3	-0.0192427547331013
DE_YY1_TARGETS_UP	4	0.232252418477782
DE_YY1_TARGETS_UP	5	0.237325382477696
DE_YY1_TARGETS_UP	6	-0.324066590912348
DE_YY1_TARGETS_UP	7	-0.0439471215255477
DE_YY1_TARGETS_UP	8	0.0919176872389365
DE_YY1_TARGETS_UP	9	0.510885694160218
DE_YY1_TARGETS_UP	10	0.111480582614875
DE_YY1_TARGETS_UP	11	0.0379834224607839
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	0	-0.30897129220165
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	1	-0.048681885312654
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	2	-0.154073261360981
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	3	-0.357503953055711
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	4	-0.317027581886664
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	5	-0.061077473280692
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	6	-0.0466671398896508
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	7	-0.175074197675364
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	8	-0.106589211037617
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	9	-0.0790168929415382
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	10	0.109769654421316
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	11	0.0214222116366816
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	0	-0.290152033116637
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	1	-0.287065725025551
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	2	-0.0260935436449331
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	3	-0.184077210973744
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	4	-0.361676607350271
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	5	-0.245381774912791
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	6	-0.138048670676377
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	7	0.0872125195450059
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	8	-0.16564944297789
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	9	-0.273050456758981
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	10	0.0608254059919983
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_UP	11	0.0966667488978945
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	0	-0.280677751538918
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	1	-0.479299767033644
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	2	0.272462097989772
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	3	-0.0741521867344006
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	4	-0.305430468023311
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	5	-0.574589642631538
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	6	-0.416260896447928
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	7	-0.264383855452378
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	8	-0.420830389607455
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	9	-0.462092459224957
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	10	-0.241435230252132
DEBOSSCHER_NFKB_TARGETS_REPRESSED_BY_GLUCOCORTICOIDS	11	-0.156636449660207
DELACROIX_RAR_BOUND_ES	0	-0.28571563644424
DELACROIX_RAR_BOUND_ES	1	-0.200958668426778
DELACROIX_RAR_BOUND_ES	2	-0.154976674682145
DELACROIX_RAR_BOUND_ES	3	-0.352215067268031
DELACROIX_RAR_BOUND_ES	4	-0.277329485603653
DELACROIX_RAR_BOUND_ES	5	-0.137068764323535
DELACROIX_RAR_BOUND_ES	6	-0.114171123709563
DELACROIX_RAR_BOUND_ES	7	-0.0432405191326125
DELACROIX_RAR_BOUND_ES	8	-0.0790577638451794
DELACROIX_RAR_BOUND_ES	9	-0.170969080353396
DELACROIX_RAR_BOUND_ES	10	-0.151154885526929
DELACROIX_RAR_BOUND_ES	11	-0.171489500519366
DELACROIX_RAR_TARGETS_DN	0	-0.248556875887584
DELACROIX_RAR_TARGETS_DN	1	0.160520409112281
DELACROIX_RAR_TARGETS_DN	2	0.0650630063675836
DELACROIX_RAR_TARGETS_DN	3	-0.0631438989213877
DELACROIX_RAR_TARGETS_DN	4	0.404054096996563
DELACROIX_RAR_TARGETS_DN	5	-0.0177822375441486
DELACROIX_RAR_TARGETS_DN	6	-0.0830144820951513
DELACROIX_RAR_TARGETS_DN	7	-0.244883443665664
DELACROIX_RAR_TARGETS_DN	8	0.195188218605676
DELACROIX_RAR_TARGETS_DN	9	0.130944395335231
DELACROIX_RAR_TARGETS_DN	10	-0.109614678000727
DELACROIX_RAR_TARGETS_DN	11	-0.253049360415035
DELACROIX_RAR_TARGETS_UP	0	-0.322201643303789
DELACROIX_RAR_TARGETS_UP	1	-0.0398556768121071
DELACROIX_RAR_TARGETS_UP	2	0.174256775004516
DELACROIX_RAR_TARGETS_UP	3	-0.263011614166059
DELACROIX_RAR_TARGETS_UP	4	0.0416648275918625
DELACROIX_RAR_TARGETS_UP	5	0.0831547569064178
DELACROIX_RAR_TARGETS_UP	6	0.0110082393960174
DELACROIX_RAR_TARGETS_UP	7	0.125041589477111
DELACROIX_RAR_TARGETS_UP	8	0.0156140604647569
DELACROIX_RAR_TARGETS_UP	9	0.35235726681056
DELACROIX_RAR_TARGETS_UP	10	-0.0596505824552443
DELACROIX_RAR_TARGETS_UP	11	-0.236578979002575
DELACROIX_RARG_BOUND_MEF	0	-0.205938915481791
DELACROIX_RARG_BOUND_MEF	1	-0.0184310485324576
DELACROIX_RARG_BOUND_MEF	2	-0.1018723433758
DELACROIX_RARG_BOUND_MEF	3	-0.289723793316367
DELACROIX_RARG_BOUND_MEF	4	-0.148062333354683
DELACROIX_RARG_BOUND_MEF	5	-0.00439075850954623
DELACROIX_RARG_BOUND_MEF	6	-0.0746458539848213
DELACROIX_RARG_BOUND_MEF	7	-0.105965015606252
DELACROIX_RARG_BOUND_MEF	8	0.0363800076522776
DELACROIX_RARG_BOUND_MEF	9	0.00189860094919678
DELACROIX_RARG_BOUND_MEF	10	-0.158855258296466
DELACROIX_RARG_BOUND_MEF	11	-0.0192288823196516
DELASERNA_MYOD_TARGETS_DN	0	-0.422677831136642
DELASERNA_MYOD_TARGETS_DN	1	-0.436783499243094
DELASERNA_MYOD_TARGETS_DN	2	0.102828337499557
DELASERNA_MYOD_TARGETS_DN	3	-0.0308816508449887
DELASERNA_MYOD_TARGETS_DN	4	-0.0330623008954655
DELASERNA_MYOD_TARGETS_DN	5	-0.167344513240132
DELASERNA_MYOD_TARGETS_DN	6	-0.159966310319545
DELASERNA_MYOD_TARGETS_DN	7	0.180191397406592
DELASERNA_MYOD_TARGETS_DN	8	0.178164998314995
DELASERNA_MYOD_TARGETS_DN	9	0.203638359757543
DELASERNA_MYOD_TARGETS_DN	10	0.287314054548662
DELASERNA_MYOD_TARGETS_DN	11	-0.00386922125700209
DELASERNA_MYOD_TARGETS_UP	0	-0.216937028128367
DELASERNA_MYOD_TARGETS_UP	1	-0.140977987465183
DELASERNA_MYOD_TARGETS_UP	2	-0.0630790010619784
DELASERNA_MYOD_TARGETS_UP	3	-0.161622129208467
DELASERNA_MYOD_TARGETS_UP	4	-0.165916146907594
DELASERNA_MYOD_TARGETS_UP	5	-0.152393719885175
DELASERNA_MYOD_TARGETS_UP	6	-0.119870737485984
DELASERNA_MYOD_TARGETS_UP	7	0.0435869301054748
DELASERNA_MYOD_TARGETS_UP	8	0.049013325367478
DELASERNA_MYOD_TARGETS_UP	9	-0.169029252939104
DELASERNA_MYOD_TARGETS_UP	10	-0.0672805320970284
DELASERNA_MYOD_TARGETS_UP	11	-0.122719045485284
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	0	-0.0475593871543397
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	1	-0.47243297627506
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	2	-0.207447316743554
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	3	0.037252186761634
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	4	0.151488118214886
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	5	0.00737692497303544
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	6	-0.351688023790994
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	7	-0.561939782757067
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	8	0.0964312053240364
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	9	-0.221458109281211
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	10	-0.163347386751041
DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4	11	-0.68984210367241
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	0	-0.448864271007656
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	1	-0.370959854372105
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	2	-0.252101255223521
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	3	-0.49684273505337
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	4	-0.302573503092369
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	5	-0.653217875584025
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	6	-0.364551558794601
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	7	-0.172926004882961
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	8	-0.191297943895974
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	9	-0.24928551900587
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	10	-0.429486661166655
DELLA_RESPONSE_TO_TSA_AND_BUTYRATE	11	-0.454217796200225
DELPUECH_FOXO3_TARGETS_DN	0	-0.161730871027759
DELPUECH_FOXO3_TARGETS_DN	1	-0.00980532881292898
DELPUECH_FOXO3_TARGETS_DN	2	-0.0632839557318086
DELPUECH_FOXO3_TARGETS_DN	3	0.00287332908041034
DELPUECH_FOXO3_TARGETS_DN	4	0.113758273303276
DELPUECH_FOXO3_TARGETS_DN	5	-0.254554137489629
DELPUECH_FOXO3_TARGETS_DN	6	0.594479046930892
DELPUECH_FOXO3_TARGETS_DN	7	-0.392366129019211
DELPUECH_FOXO3_TARGETS_DN	8	0.277089024487298
DELPUECH_FOXO3_TARGETS_DN	9	0.393752766125821
DELPUECH_FOXO3_TARGETS_DN	10	-0.314299951549497
DELPUECH_FOXO3_TARGETS_DN	11	0.316210702487779
DELPUECH_FOXO3_TARGETS_UP	0	-0.242661980000353
DELPUECH_FOXO3_TARGETS_UP	1	-0.322822120440806
DELPUECH_FOXO3_TARGETS_UP	2	0.271640219853415
DELPUECH_FOXO3_TARGETS_UP	3	-0.101948893596887
DELPUECH_FOXO3_TARGETS_UP	4	0.0890648349806376
DELPUECH_FOXO3_TARGETS_UP	5	-0.407476045895096
DELPUECH_FOXO3_TARGETS_UP	6	-0.478108375526706
DELPUECH_FOXO3_TARGETS_UP	7	0.107903668729376
DELPUECH_FOXO3_TARGETS_UP	8	0.338834706596872
DELPUECH_FOXO3_TARGETS_UP	9	0.182285715366979
DELPUECH_FOXO3_TARGETS_UP	10	-0.239812978819174
DELPUECH_FOXO3_TARGETS_UP	11	-0.162010017464388
DELYS_THYROID_CANCER_DN	0	0.0599360502632746
DELYS_THYROID_CANCER_DN	1	0.0953873157013287
DELYS_THYROID_CANCER_DN	2	0.0230344769598887
DELYS_THYROID_CANCER_DN	3	-0.163009729502774
DELYS_THYROID_CANCER_DN	4	0.288328613459695
DELYS_THYROID_CANCER_DN	5	0.0130185041925104
DELYS_THYROID_CANCER_DN	6	-0.094928985016124
DELYS_THYROID_CANCER_DN	7	-0.245712980532953
DELYS_THYROID_CANCER_DN	8	0.205507585737383
DELYS_THYROID_CANCER_DN	9	0.296906167456009
DELYS_THYROID_CANCER_DN	10	-0.142549036813606
DELYS_THYROID_CANCER_DN	11	-0.18929929101283
DELYS_THYROID_CANCER_UP	0	-0.235633679121595
DELYS_THYROID_CANCER_UP	1	-0.0792491914136849
DELYS_THYROID_CANCER_UP	2	0.202908563044135
DELYS_THYROID_CANCER_UP	3	-0.227058412079097
DELYS_THYROID_CANCER_UP	4	0.129298775586745
DELYS_THYROID_CANCER_UP	5	-0.114543760609035
DELYS_THYROID_CANCER_UP	6	-0.284773606126697
DELYS_THYROID_CANCER_UP	7	0.0850483908951856
DELYS_THYROID_CANCER_UP	8	0.185463757861892
DELYS_THYROID_CANCER_UP	9	0.218383473339135
DELYS_THYROID_CANCER_UP	10	-0.125627379026336
DELYS_THYROID_CANCER_UP	11	-0.225048298073066
DEMAGALHAES_AGING_DN	0	-0.152058559831282
DEMAGALHAES_AGING_DN	1	-0.535705609737026
DEMAGALHAES_AGING_DN	2	0.249139827401449
DEMAGALHAES_AGING_DN	3	-0.128655377127969
DEMAGALHAES_AGING_DN	4	0.0853403117713514
DEMAGALHAES_AGING_DN	5	-0.120034993687041
DEMAGALHAES_AGING_DN	6	0.125645374436335
DEMAGALHAES_AGING_DN	7	-0.172332787536705
DEMAGALHAES_AGING_DN	8	0.42419031901912
DEMAGALHAES_AGING_DN	9	0.586385693349329
DEMAGALHAES_AGING_DN	10	0.336228777708853
DEMAGALHAES_AGING_DN	11	0.342512839804661
DEMAGALHAES_AGING_UP	0	-0.413816576653969
DEMAGALHAES_AGING_UP	1	-0.367547550532086
DEMAGALHAES_AGING_UP	2	-0.0546687953002911
DEMAGALHAES_AGING_UP	3	-0.411643167771914
DEMAGALHAES_AGING_UP	4	0.0528837916734977
DEMAGALHAES_AGING_UP	5	-0.472024374024228
DEMAGALHAES_AGING_UP	6	-0.258639225565886
DEMAGALHAES_AGING_UP	7	0.105678581354767
DEMAGALHAES_AGING_UP	8	0.060588287406897
DEMAGALHAES_AGING_UP	9	0.387367272054778
DEMAGALHAES_AGING_UP	10	-0.143473208964483
DEMAGALHAES_AGING_UP	11	-0.123000727363605
DEN_INTERACT_WITH_LCA5	0	-0.548975029978368
DEN_INTERACT_WITH_LCA5	1	-0.583556576451958
DEN_INTERACT_WITH_LCA5	2	-0.392396857564307
DEN_INTERACT_WITH_LCA5	3	-0.519704620938594
DEN_INTERACT_WITH_LCA5	4	-0.476794683868112
DEN_INTERACT_WITH_LCA5	5	-0.646028266058237
DEN_INTERACT_WITH_LCA5	6	-0.249067701284672
DEN_INTERACT_WITH_LCA5	7	-0.445609326360154
DEN_INTERACT_WITH_LCA5	8	-0.193599654380867
DEN_INTERACT_WITH_LCA5	9	-0.290952904536376
DEN_INTERACT_WITH_LCA5	10	-0.617730941378821
DEN_INTERACT_WITH_LCA5	11	-0.25048516603873
DER_IFN_ALPHA_RESPONSE_DN	0	-0.43390385803552
DER_IFN_ALPHA_RESPONSE_DN	1	0.183782419737345
DER_IFN_ALPHA_RESPONSE_DN	2	-0.279983826632523
DER_IFN_ALPHA_RESPONSE_DN	3	-0.232601499728
DER_IFN_ALPHA_RESPONSE_DN	4	-0.06022359470277
DER_IFN_ALPHA_RESPONSE_DN	5	7.57094786618673e-05
DER_IFN_ALPHA_RESPONSE_DN	6	0.237084853566211
DER_IFN_ALPHA_RESPONSE_DN	7	-0.273024096370194
DER_IFN_ALPHA_RESPONSE_DN	8	0.393672782444132
DER_IFN_ALPHA_RESPONSE_DN	9	-0.104475124698911
DER_IFN_ALPHA_RESPONSE_DN	10	0.320093988204961
DER_IFN_ALPHA_RESPONSE_DN	11	0.524746665458764
DER_IFN_ALPHA_RESPONSE_UP	0	-0.466001510109555
DER_IFN_ALPHA_RESPONSE_UP	1	-0.373028815913763
DER_IFN_ALPHA_RESPONSE_UP	2	-0.0484214981122111
DER_IFN_ALPHA_RESPONSE_UP	3	-0.344381530679786
DER_IFN_ALPHA_RESPONSE_UP	4	-0.499475393162771
DER_IFN_ALPHA_RESPONSE_UP	5	-0.427323348702065
DER_IFN_ALPHA_RESPONSE_UP	6	-0.360183249255122
DER_IFN_ALPHA_RESPONSE_UP	7	-0.229373910526037
DER_IFN_ALPHA_RESPONSE_UP	8	-0.463879233456676
DER_IFN_ALPHA_RESPONSE_UP	9	-0.359279835875587
DER_IFN_ALPHA_RESPONSE_UP	10	-0.286890958174689
DER_IFN_ALPHA_RESPONSE_UP	11	-0.33988104400634
DER_IFN_BETA_RESPONSE_DN	0	-0.0967194318017472
DER_IFN_BETA_RESPONSE_DN	1	-0.049382945407831
DER_IFN_BETA_RESPONSE_DN	2	-0.38453521698625
DER_IFN_BETA_RESPONSE_DN	3	-0.505635969821139
DER_IFN_BETA_RESPONSE_DN	4	-0.0280919536511395
DER_IFN_BETA_RESPONSE_DN	5	-0.460116906046602
DER_IFN_BETA_RESPONSE_DN	6	-0.241718526403633
DER_IFN_BETA_RESPONSE_DN	7	-0.463045915884448
DER_IFN_BETA_RESPONSE_DN	8	-0.221288428523372
DER_IFN_BETA_RESPONSE_DN	9	-0.318073645248312
DER_IFN_BETA_RESPONSE_DN	10	-0.0736679534377587
DER_IFN_BETA_RESPONSE_DN	11	-0.377189636322532
DER_IFN_BETA_RESPONSE_UP	0	-0.465148997625137
DER_IFN_BETA_RESPONSE_UP	1	-0.37022257484637
DER_IFN_BETA_RESPONSE_UP	2	-0.0048614930313606
DER_IFN_BETA_RESPONSE_UP	3	-0.30636745977738
DER_IFN_BETA_RESPONSE_UP	4	-0.379265482006071
DER_IFN_BETA_RESPONSE_UP	5	-0.405280833005644
DER_IFN_BETA_RESPONSE_UP	6	-0.292361099359246
DER_IFN_BETA_RESPONSE_UP	7	-0.152104710310915
DER_IFN_BETA_RESPONSE_UP	8	-0.373587348760385
DER_IFN_BETA_RESPONSE_UP	9	-0.314462030486024
DER_IFN_BETA_RESPONSE_UP	10	-0.236960339223536
DER_IFN_BETA_RESPONSE_UP	11	-0.279473981186871
DER_IFN_GAMMA_RESPONSE_DN	0	-0.487501563787321
DER_IFN_GAMMA_RESPONSE_DN	1	-0.192094274647777
DER_IFN_GAMMA_RESPONSE_DN	2	-0.17638188521767
DER_IFN_GAMMA_RESPONSE_DN	3	-0.352422699658216
DER_IFN_GAMMA_RESPONSE_DN	4	-0.474088455880592
DER_IFN_GAMMA_RESPONSE_DN	5	0.183527429442162
DER_IFN_GAMMA_RESPONSE_DN	6	0.0213357890943388
DER_IFN_GAMMA_RESPONSE_DN	7	0.25051091151976
DER_IFN_GAMMA_RESPONSE_DN	8	-0.109631541859776
DER_IFN_GAMMA_RESPONSE_DN	9	0.0747554102953741
DER_IFN_GAMMA_RESPONSE_DN	10	0.527939583008795
DER_IFN_GAMMA_RESPONSE_DN	11	0.406456685439559
DER_IFN_GAMMA_RESPONSE_UP	0	-0.515400083953422
DER_IFN_GAMMA_RESPONSE_UP	1	-0.380612593057064
DER_IFN_GAMMA_RESPONSE_UP	2	-0.0653595802696982
DER_IFN_GAMMA_RESPONSE_UP	3	-0.32009444902037
DER_IFN_GAMMA_RESPONSE_UP	4	-0.472264250124751
DER_IFN_GAMMA_RESPONSE_UP	5	-0.446536105935805
DER_IFN_GAMMA_RESPONSE_UP	6	-0.363077205334845
DER_IFN_GAMMA_RESPONSE_UP	7	-0.304323252122686
DER_IFN_GAMMA_RESPONSE_UP	8	-0.448170869650415
DER_IFN_GAMMA_RESPONSE_UP	9	-0.342413564458023
DER_IFN_GAMMA_RESPONSE_UP	10	-0.374522449789518
DER_IFN_GAMMA_RESPONSE_UP	11	-0.332730533156064
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	0	-0.305282911932133
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	1	-0.586169820240569
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	2	0.420740097091041
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	3	-0.278882364105157
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	4	0.421220008148576
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	5	-0.471299338357877
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	6	-0.513631497314311
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	7	0.31117745238898
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	8	0.412937290688037
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	9	0.406005261560326
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	10	0.036764489409283
DESERT_EXTRACELLULAR_MATRIX_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	11	0.0954381579106083
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	0	0.140373787509069
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	1	0.0828976360228741
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	2	0.0548251690798591
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	3	-0.0414123432334373
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	4	0.189146843531946
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	5	-0.0788421617230383
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	6	-0.0903089000761195
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	7	-0.00492327442577045
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	8	0.0576693803289453
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	9	0.0920070802446284
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	10	-0.223038574678098
DESERT_PERIPORTAL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	11	-0.0706713760408444
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	0	-0.159218312218665
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	1	-0.0931552234228864
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	2	-0.175720397972072
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	3	-0.223970063497128
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	4	-0.303715478602576
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	5	-0.128816846907373
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	6	0.204660753256325
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	7	0.00906045677575969
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	8	-0.0418472121296661
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	9	-0.120953622650104
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	10	0.21240002054505
DESERT_PERIVENOUS_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	11	0.370266744553744
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	0	-0.222203653756017
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	1	-0.168113042672553
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	2	0.177203045084487
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	3	-0.17388535924553
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	4	0.164100089757005
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	5	-0.257017066131984
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	6	0.325209547340768
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	7	-0.118602223586845
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	8	0.357432161434359
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	9	0.339351230685451
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	10	0.0600794702578802
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP	11	0.175994203458597
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	0	-0.0107809697477842
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	1	0.219307540536378
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	2	-0.389411218724793
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	3	-0.337794107968246
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	4	-0.182981349120388
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	5	0.127532420019625
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	6	0.194570961955941
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	7	-0.0456358962715901
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	8	-0.0532650293460879
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	9	-0.0193910143151867
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	10	0.0175650834306545
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_DN	11	0.0424391253557848
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	0	-0.205900982340987
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	1	-0.286609887404593
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	2	-0.100085405893937
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	3	-0.168322045531512
DEURIG_T_CELL_PROLYMPHOCYTIC_LEUKEMIA_UP	4	-0.210561513520418
