ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalues,rank,leading_edge,core_enrichment,gs_description,results_path
HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS,HP_ABNORMAL_NUMBER_OF_ERYTHROID_PRECURSORS,22,0.768527707367608,2.31549505505684,1.74979605065728e-06,0.000744268935820742,0.000628042885490084,254,tags=64%, list=11%, signal=57%,RPS27/RPS15A/RPL5/RPS14/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/RPS19/RPL31/RPL26,Abnormal number of erythroid precursors,C5/HPO
HP_APLASIA_HYPOPLASIA_OF_THE_THUMB,HP_APLASIA_HYPOPLASIA_OF_THE_THUMB,28,0.598164717140205,1.91474396721579,0.000978427043107915,0.0198057352968511,0.0167128447076328,254,tags=46%, list=11%, signal=42%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/RPS19/RPL31/RPL26,Aplasia/Hypoplasia of the thumb,C5/HPO
HP_CONSTITUTIONAL_SYMPTOM,HP_CONSTITUTIONAL_SYMPTOM,163,-0.465101202720536,-1.57963340066096,0.00108210822810797,0.0215775610858545,0.0182079797691067,393,tags=25%, list=17%, signal=22%,CHCHD10/CAT/CALR/PSMB9/COX6B1/POMP/IFNGR1/MAN2B1/PFN1/NOTCH2/MYD88/TGFB1/COMT/UNC93B1/PLCG2/ADA2/CIITA/TCIRG1/BTK/CALM2/PRKCD/SLC11A1/SNX10/TNFRSF1B/ASAH1/AP2S1/CD79B/GNAI2/ZEB2/TYMP/HLA-DQB1/CD79A/MS4A1/HLA-DQA1/FTL/HLA-DPB1/PSAP/HLA-DPA1/HLA-DRB1/TYROBP,Constitutional symptom,C5/HPO
HP_NEOPLASM_OF_THE_LARGE_INTESTINE,HP_NEOPLASM_OF_THE_LARGE_INTESTINE,38,0.553874514133951,1.91173781766003,0.00112837017032919,0.0221691551111734,0.0187071896659839,254,tags=34%, list=11%, signal=31%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/RPS19/RPL31/RPL26,Neoplasm of the large intestine,C5/HPO
HP_SMALL_FOR_GESTATIONAL_AGE,HP_SMALL_FOR_GESTATIONAL_AGE,44,0.501478991604687,1.79914933931179,0.00115726911429296,0.0222773251571973,0.0187984677303485,312,tags=36%, list=14%, signal=32%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/SNRPN/RPS19/RPL31/RPL26/EIF2S3/PIK3R1,Small for gestational age,C5/HPO
HP_MENINGITIS,HP_MENINGITIS,23,-0.7250397624694,-1.85271580717987,0.00116722512051183,0.0222773251571973,0.0187984677303485,128,tags=52%, list=6%, signal=50%,NCF4/CIITA/BTK/CD79B/NCF1/NCF2/CYBB/CYBA/CD79A/HLA-DPB1/HLA-DPA1/HLA-DRB1,Meningitis,C5/HPO
HP_DUPLICATION_OF_HAND_BONES,HP_DUPLICATION_OF_HAND_BONES,32,0.577639212090506,1.92365489853279,0.00126548964819009,0.0238074685207658,0.020089661822991,254,tags=44%, list=11%, signal=39%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/CD96/RPS10/RPS7/RPS19/RPL31/RPL26,Duplication of hand bones,C5/HPO
HP_T_LYMPHOCYTOPENIA,HP_T_LYMPHOCYTOPENIA,20,0.659440853271862,1.95886616420325,0.00128303722567001,0.0238074685207658,0.020089661822991,260,tags=55%, list=11%, signal=49%,IL7R/CD3G/LCK/ITK/ZAP70/MYC/CD247/RASGRP1/JAK3/ATM/PTPRC,T lymphocytopenia,C5/HPO
HP_ABNORMAL_SYSTEMIC_BLOOD_PRESSURE,HP_ABNORMAL_SYSTEMIC_BLOOD_PRESSURE,54,-0.588970768273259,-1.77256405600498,0.00130592610764438,0.0239002367097656,0.0201679432052938,14,tags=19%, list=1%, signal=19%,NOTCH2/MT-ND1/COMT/ADA2/ACTN4/HLA-DPB1/PSAP/HLA-DPA1/HLA-DRB1/LYZ,Abnormal systemic blood pressure,C5/HPO
HP_ABNORMALITY_ON_PULMONARY_FUNCTION_TESTING,HP_ABNORMALITY_ON_PULMONARY_FUNCTION_TESTING,18,-0.758004838905755,-1.83747237079741,0.00136715943610791,0.0246827703600023,0.0208282753352997,29,tags=33%, list=1%, signal=33%,TPM3/PRKCD/MS4A1/HLA-DPB1/HLA-DPA1/HLA-DRB1,Abnormality on pulmonary function testing,C5/HPO
HP_SENSORY_NEUROPATHY,HP_SENSORY_NEUROPATHY,40,-0.6353243253545,-1.81037394337496,0.00139480163441462,0.0247424605174446,0.0208786441964885,44,tags=28%, list=2%, signal=27%,MT-ND1/CTSD/MT-ND4/TGFB1/LYST/TYMP/HLA-DQB1/HLA-DPB1/PSAP/HLA-DPA1/HLA-DRB1,Sensory neuropathy,C5/HPO
HP_BONE_CYST,HP_BONE_CYST,10,-0.835819849215967,-1.80067683359706,0.00140750523901631,0.0247424605174446,0.0208786441964885,74,tags=40%, list=3%, signal=39%,SH3BP2/FOS/HLA-DRB1/TYROBP,Bone cyst,C5/HPO
HP_ABNORMALITY_OF_FACIAL_SOFT_TISSUE,HP_ABNORMALITY_OF_FACIAL_SOFT_TISSUE,56,-0.581161692926397,-1.76271394343797,0.00143292371742642,0.0247481366514297,0.0208834339376624,393,tags=29%, list=17%, signal=24%,CHCHD10/PSMB9/POMP/MAN2B1/MYD88/TPM3/TGFB1/ADA2/TCIRG1/ACTB/SNX10/ASAH1/FTL/HLA-DPB1/HLA-DPA1/HLA-DRB1,Abnormality of facial soft tissue,C5/HPO
HP_ABNORMAL_GRANULOCYTE_COUNT,HP_ABNORMAL_GRANULOCYTE_COUNT,76,0.423865585106156,1.64735090342639,0.00144487624162538,0.0247481366514297,0.0208834339376624,254,tags=33%, list=11%, signal=30%,IL7R/CD3E/CD3D/RPS27/RPS15A/RPL5/NPM1/RPS29/RPL35A/IL6ST/RPL11/CD40LG/RPS28/RPL18/ZAP70/TRAC/BCL11B/RPS10/RPS7/CD247/RASGRP1/STK4/RPS19/RPL31/RPL26,Abnormal granulocyte count,C5/HPO
HP_HYDROPS_FETALIS,HP_HYDROPS_FETALIS,29,0.601918062757679,1.94186669025866,0.00146745586715649,0.0248167220065958,0.0209413089103877,254,tags=55%, list=11%, signal=50%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/GYPC/RPS28/RPL18/EPB41/RPS10/RPS7/RASGRP1/RPS19/RPL31/RPL26,Hydrops fetalis,C5/HPO
HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE,HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE,29,-0.685405019376194,-1.83333113259852,0.0015446730498677,0.0257960399327906,0.0217676952158988,315,tags=45%, list=14%, signal=39%,MYD88/NCF4/CIITA/BTK/CD79B/NCF1/NCF2/CYBB/CYBA/CD79A/HLA-DPB1/HLA-DPA1/HLA-DRB1,Unusual infection by anatomical site,C5/HPO
HP_ABNORMAL_CELL_PROLIFERATION,HP_ABNORMAL_CELL_PROLIFERATION,15,0.709440444940288,1.96798145714816,0.00162961426542311,0.026878576032164,0.0226811810041346,236,tags=53%, list=10%, signal=48%,IL7R/CD3E/CD3D/CD27/ZAP70/CD247/RASGRP1/JAK3,Abnormal cell proliferation,C5/HPO
HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,54,0.470475788849565,1.75890453314464,0.00165427238904672,0.0269525355093466,0.0227435908686655,440,tags=35%, list=19%, signal=29%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/RPS19/RPL31/RPL26/CDKN1B/RPS20/RPL35/TGFBR2/REST/RPL27,Neoplasm of the genitourinary tract,C5/HPO
HP_PALLOR,HP_PALLOR,37,0.536822796010179,1.86390646827466,0.00168804456330398,0.0271714161033026,0.0229282907710661,254,tags=38%, list=11%, signal=34%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/EPB41/RPS10/RPS7/RPS19/RPL31/RPL26,Pallor,C5/HPO
HP_SEVERE_INFECTION,HP_SEVERE_INFECTION,11,0.763985330755171,1.92348802139298,0.00175534206694538,0.0279182976361789,0.0235585382668985,260,tags=73%, list=11%, signal=65%,IL7R/CD3E/CD3D/CD27/ITK/TMC8/CD247/PTPRC,Severe infection,C5/HPO
HP_CHRONIC_OTITIS_MEDIA,HP_CHRONIC_OTITIS_MEDIA,24,-0.704090746882089,-1.80531153045075,0.00180901031980258,0.0284333857324265,0.0239931895047501,284,tags=33%, list=12%, signal=30%,COMT/BTK/PRKCD/CD79B/CD79A/MS4A1/HLA-DPB1/HLA-DPA1,Chronic otitis media,C5/HPO
HP_ABSCESS,HP_ABSCESS,20,-0.718111494556963,-1.78195249948564,0.00187463687714558,0.0291222659054244,0.0245744932120308,315,tags=50%, list=14%, signal=44%,MYD88/NCF4/TGFB1/BTK/CTSC/NCF1/NCF2/ITGB2/CYBB/CYBA,Abscess,C5/HPO
HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS,HP_ABNORMALITY_OF_THE_ABDOMINAL_ORGANS,187,-0.434687540359512,-1.489847924576,0.00192409984863188,0.0295470965261171,0.0249329817045946,383,tags=27%, list=17%, signal=25%,NDUFA1/CALR/RHBDF2/PSMB9/IFNGR1/MAN2B1/NOTCH2/MT-ND1/MYD88/NCF4/COX5A/MT-ND4/TGFB1/COMT/ADA2/CIITA/TCIRG1/BTK/CTSC/PRKCD/ATP6V1B2/LYST/SNX10/TPI1/SLC7A7/CLEC7A/TNFRSF1B/ASAH1/AP2S1/ALDOA/TBXAS1/CD79B/NCF1/NCF2/TALDO1/NPC2/STXBP2/FOS/ZEB2/TKT/CYBB/TYMP/CYBA/CD79A/MS4A1/SERPINA1/HLA-DPB1/PSAP/HLA-DPA1/HLA-DRB1/LYZ,Abnormality of the abdominal organs,C5/HPO
HP_BRONCHITIS,HP_BRONCHITIS,16,-0.765153226465121,-1.80037978777075,0.00205892494761288,0.0312582242046682,0.0263768973551841,128,tags=44%, list=6%, signal=42%,PRKCD/CD79B/HLA-DQB1/CD79A/MS4A1/HLA-DQA1/SERPINA1,Bronchitis,C5/HPO
HP_ABNORMAL_CIRCULATING_IGA_LEVEL,HP_ABNORMAL_CIRCULATING_IGA_LEVEL,17,0.671171135892163,1.92957166634972,0.00225581306957805,0.0338625422579357,0.0285745215555067,246,tags=47%, list=11%, signal=42%,IL7R/CD3E/CD3D/CD40LG/CD247/RASGRP1/JAK3/ATM,Abnormal circulating IgA level,C5/HPO
HP_RECURRENT_BACTERIAL_INFECTIONS,HP_RECURRENT_BACTERIAL_INFECTIONS,44,-0.592165745754445,-1.70254808746375,0.00242918463397087,0.0360598963442787,0.0304287338360562,350,tags=43%, list=15%, signal=37%,IFNGR1/MAN2B1/MYD88/CIITA/TCIRG1/BTK/CTSC/LYST/SLC7A7/IFNGR2/CD79B/NCF1/NCF2/ITGB2/CYBB/CFD/CYBA/CD79A/MS4A1,Recurrent bacterial infections,C5/HPO
HP_ABNORMAL_SCAPULA_MORPHOLOGY,HP_ABNORMAL_SCAPULA_MORPHOLOGY,31,0.55605457138917,1.83798498749455,0.00257672422962959,0.0378297095690673,0.0319221706180831,254,tags=45%, list=11%, signal=41%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/BIN1/RPS19/RPL31/RPL26,Abnormal scapula morphology,C5/HPO
HP_ABNORMAL_INFLAMMATORY_RESPONSE,HP_ABNORMAL_INFLAMMATORY_RESPONSE,193,-0.422679555906505,-1.45422585177588,0.00274410700584187,0.039849206084834,0.0336262998084284,351,tags=25%, list=15%, signal=23%,POMP/IFNGR1/MAN2B1/NOTCH2/MT-ND1/MYD88/NCF4/MT-ND4/TGFB1/COMT/PLCG2/ADA2/CIITA/TCIRG1/BTK/MSN/CTSC/PRKCD/CTSB/FLNA/LYST/SNX10/SLC7A7/CLEC7A/TNFRSF1B/ASAH1/AP2S1/CD79B/RAC1/ARPC1B/NCF1/NCF2/ITGB2/STXBP2/ZEB2/CSTA/TKT/CYBB/CYBA/HLA-DQB1/CD79A/MS4A1/HLA-DQA1/SERPINA1/HLA-DPB1/HLA-DPA1/HLA-DRB1/LYZ,Abnormal inflammatory response,C5/HPO
HP_SHORT_DIGIT,HP_SHORT_DIGIT,83,0.406412910606534,1.61180650700539,0.00282280304271005,0.0405512351081788,0.0342186990236838,417,tags=31%, list=18%, signal=27%,IL7R/C12orf57/RPS27/RPS15A/RPL5/RPL10/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/SNRPN/RPS19/RPL31/RPL26/PIK3R1/RASA2/PRKACB/IL2RG/KMT2A/RPL35/DDX6/LTBP3/TGFBR2,Short digit,C5/HPO
HP_ABNORMAL_CRANIAL_NERVE_PHYSIOLOGY,HP_ABNORMAL_CRANIAL_NERVE_PHYSIOLOGY,36,-0.623698064174306,-1.74451028679326,0.00299934652422402,0.0423211432197886,0.0357122158748768,315,tags=31%, list=14%, signal=27%,MYD88/TPM3/TGFB1/ADA2/TCIRG1/LYST/SNX10/ASAH1/HLA-DPB1/HLA-DPA1/HLA-DRB1,Abnormal cranial nerve physiology,C5/HPO
HP_INAPPROPRIATE_BEHAVIOR,HP_INAPPROPRIATE_BEHAVIOR,12,-0.790951163128516,-1.75247204124264,0.00300936272895203,0.0423211432197886,0.0357122158748768,43,tags=25%, list=2%, signal=25%,GRN/PSAP/TYROBP,Inappropriate behavior,C5/HPO
HP_HEPATOMEGALY,HP_HEPATOMEGALY,97,-0.499001450537302,-1.62148468138731,0.00318271631453976,0.0441569851514673,0.0372613702310286,383,tags=34%, list=17%, signal=30%,NDUFA1/CALR/RHBDF2/PSMB9/MAN2B1/NOTCH2/MT-ND1/MYD88/NCF4/COX5A/MT-ND4/TGFB1/ADA2/TCIRG1/PRKCD/ATP6V1B2/LYST/SNX10/SLC7A7/TNFRSF1B/ASAH1/NCF1/NCF2/TALDO1/NPC2/FOS/TKT/CYBB/CYBA/SERPINA1/PSAP/HLA-DRB1/LYZ,Hepatomegaly,C5/HPO
HP_LOW_ANTERIOR_HAIRLINE,HP_LOW_ANTERIOR_HAIRLINE,37,0.514958539052406,1.78799141721777,0.00320600865246432,0.0441569851514673,0.0372613702310286,254,tags=35%, list=11%, signal=32%,RPS27/RPS15A/RPL5/RPS29/RPL35A/RPL11/RPS28/RPL18/RPS10/RPS7/RPS19/RPL31/RPL26,Low anterior hairline,C5/HPO
HP_DECREASED_CIRCULATING_IGG_LEVEL,HP_DECREASED_CIRCULATING_IGG_LEVEL,19,0.62899098937482,1.84114120605253,0.00325322392753129,0.0443500731345082,0.0374243053317509,379,tags=53%, list=17%, signal=44%,CD3E/CD3D/ITK/CD40LG/CD247/RASGRP1/JAK3/ATM/RAC2/IL2RG,Decreased circulating IgG level,C5/HPO
HP_ABNORMAL_LEUKOCYTE_COUNT,HP_ABNORMAL_LEUKOCYTE_COUNT,118,0.362699849113191,1.52434679030252,0.00332505421863778,0.0448714387484856,0.0378642537816168,260,tags=29%, list=11%, signal=27%,IL7R/CD3E/CD3D/CD3G/LCK/RPS27/RPS15A/RPL5/NPM1/ITK/RPS14/RPS29/RPL35A/IL6ST/RPL11/CD40LG/RPS28/RPL18/ZAP70/MYC/TRAC/BCL11B/RPS10/RPS7/CD247/RASGRP1/STK4/IKZF1/RPS19/JAK3/ATM/RPL31/RPL26/PTPRC,Abnormal leukocyte count,C5/HPO
HP_ABNORMALITY_OF_SKIN_PHYSIOLOGY,HP_ABNORMALITY_OF_SKIN_PHYSIOLOGY,102,-0.492386048030449,-1.60841162976822,0.00344462398954224,0.0456193777723025,0.0384953936291648,315,tags=29%, list=14%, signal=27%,MYD88/NCF4/TGFB1/COMT/PLCG2/ADA2/CIITA/TCIRG1/BTK/MSN/CTSC/CTSB/LYST/CLEC7A/TNFRSF1B/CD79B/RAC1/NCF1/NCF2/CSTA/TKT/CYBB/CYBA/HLA-DQB1/CD79A/HLA-DPB1/HLA-DPA1/HLA-DRB1/HLA-DRA/LYZ,Abnormality of skin physiology,C5/HPO
HP_HEMOPTYSIS,HP_HEMOPTYSIS,10,-0.8134556182874,-1.75249569435747,0.00344877032560072,0.0456193777723025,0.0384953936291648,165,tags=40%, list=7%, signal=37%,CLEC7A/HLA-DPB1/HLA-DPA1/HLA-DRB1,Hemoptysis,C5/HPO
HP_ABNORMALITY_OF_THE_URETHRA,HP_ABNORMALITY_OF_THE_URETHRA,63,0.432849598014609,1.66693224435477,0.00350306308614648,0.0457934502783299,0.0386422827356534,285,tags=29%, list=12%, signal=26%,RPS27/RPS15A/RPL5/NPM1/RPL10/RPS29/RPL35A/RPL11/RPS28/RPL18/ITGA6/RPS10/RPS7/IKZF1/RPS19/RPL31/RPL26/TMEM63A,Abnormality of the urethra,C5/HPO
HP_ABNORMAL_SPUTUM,HP_ABNORMAL_SPUTUM,11,-0.805491767617055,-1.74957442162162,0.00353463102123758,0.0457934502783299,0.0386422827356534,165,tags=36%, list=7%, signal=34%,CLEC7A/HLA-DPB1/HLA-DPA1/HLA-DRB1,Abnormal sputum,C5/HPO
HP_WEIGHT_LOSS,HP_WEIGHT_LOSS,58,-0.558846279889644,-1.70250374183149,0.00356475960250472,0.0457934502783299,0.0386422827356534,44,tags=24%, list=2%, signal=24%,CALR/RHBDF2/IFNGR1/TGFB1/CIITA/BTK/SLC11A1/TYMP/HLA-DQB1/HLA-DQA1/HLA-DPB1/PSAP/HLA-DPA1/HLA-DRB1,Weight loss,C5/HPO
HP_ABNORMAL_CIRCULATING_IGG_LEVEL,HP_ABNORMAL_CIRCULATING_IGG_LEVEL,25,0.596169631446962,1.84837132288823,0.00366902267631913,0.0466839456720225,0.0393937171562686,246,tags=36%, list=11%, signal=32%,IL7R/CD3E/CD3D/ITK/CD40LG/CD247/RASGRP1/JAK3/ATM,Abnormal circulating IgG level,C5/HPO
HP_ABNORMAL_VASCULAR_PHYSIOLOGY,HP_ABNORMAL_VASCULAR_PHYSIOLOGY,40,-0.606836935138607,-1.72919835021185,0.00372924252581592,0.0470025284385856,0.0396625496042587,380,tags=35%, list=17%, signal=30%,CALR/COX6B1/MT-ND1/COX5A/MT-ND4/ADA2/TCIRG1/COX8A/FLNA/ACTB/SNX10/HLA-DPB1/HLA-DPA1/HLA-DRB1,Abnormal vascular physiology,C5/HPO
HP_DYSPHAGIA,HP_DYSPHAGIA,66,-0.532864069640605,-1.65042808391778,0.00397140978014587,0.0495869482829428,0.0418433829270657,333,tags=38%, list=15%, signal=33%,UBB/PPP3CA/CSNK2B/SQSTM1/CLTC/SPG21/MT-ND2/DOCK8/CHCHD10/RHBDF2/PFN1/MT-ND1/CUX1/MT-ND4/TPM3/ACTB/ASAH1/NPC2/ZEB2/TYMP/HLA-DQB1/HLA-DQA1/FTL/PSAP/HLA-DRB1,Dysphagia,C5/HPO
